customer_id,tenure_months,monthly_charges,support_tickets,contract_type,payment_method,paperless_billing,internet_service,avg_monthly_usage_gb,late_payments,region,churn
CUST-01447,42,68.65,3,two-year,electronic-check,no,fiber,451.5,2,West,0
CUST-01448,40,84.28,2,month-to-month,bank-transfer,yes,fiber,364.1,1,Ontario,1
CUST-01449,37,57.0,0,one-year,bank-transfer,yes,dsl,296.2,0,Ontario,0
CUST-01450,45,67.3,0,month-to-month,bank-transfer,no,fiber,444.1,1,Ontario,0
CUST-01451,52,60.82,2,one-year,credit-card,yes,dsl,279.5,0,Quebec,0
CUST-01452,72,30.27,0,one-year,credit-card,yes,none,0.0,0,West,0
CUST-01453,38,42.77,0,two-year,bank-transfer,yes,dsl,287.1,0,West,0
CUST-01454,72,58.36,2,two-year,electronic-check,yes,dsl,52.0,2,Ontario,0
CUST-01455,38,51.58,0,month-to-month,mailed-check,yes,dsl,192.1,1,Ontario,0
CUST-01456,21,72.86,0,month-to-month,bank-transfer,yes,fiber,485.9,2,West,0
CUST-01457,35,44.81,3,month-to-month,electronic-check,no,fiber,417.2,2,Quebec,1
CUST-01458,15,47.63,1,month-to-month,electronic-check,no,dsl,220.6,0,Ontario,0
CUST-01459,15,72.53,1,two-year,credit-card,yes,fiber,469.1,0,Ontario,0
CUST-01460,27,41.08,2,month-to-month,electronic-check,no,dsl,279.2,3,Quebec,1
CUST-01461,24,57.43,1,one-year,bank-transfer,yes,fiber,492.8,0,Atlantic,0
CUST-01462,72,73.41,1,month-to-month,bank-transfer,no,fiber,473.4,1,West,0
CUST-01463,27,80.37,1,month-to-month,credit-card,yes,fiber,514.8,1,Ontario,1
CUST-01464,13,28.64,2,month-to-month,mailed-check,yes,none,0.0,0,West,0
CUST-01465,31,70.25,1,one-year,mailed-check,yes,fiber,376.0,0,Ontario,0
CUST-01466,38,70.49,0,one-year,credit-card,yes,fiber,322.3,0,West,0
CUST-01467,33,56.6,1,month-to-month,credit-card,no,fiber,486.6,0,Ontario,0
CUST-01468,12,69.43,3,month-to-month,credit-card,yes,dsl,225.2,0,Ontario,1
CUST-01469,72,36.08,0,one-year,electronic-check,yes,none,129.8,2,Quebec,0
CUST-01470,5,71.19,1,month-to-month,bank-transfer,yes,fiber,469.9,0,Ontario,1
CUST-01471,33,60.92,0,two-year,credit-card,no,dsl,136.3,1,Ontario,0
CUST-01472,12,56.62,1,month-to-month,electronic-check,yes,fiber,451.4,2,Quebec,1
CUST-01473,61,66.66,0,month-to-month,bank-transfer,no,dsl,30.6,0,West,1
CUST-01474,42,84.03,0,month-to-month,bank-transfer,no,fiber,405.3,2,West,0
CUST-01475,38,74.48,1,month-to-month,bank-transfer,no,fiber,240.5,1,Ontario,1
CUST-01476,25,61.85,2,month-to-month,bank-transfer,yes,dsl,217.9,0,Ontario,0
CUST-01477,72,53.58,1,month-to-month,bank-transfer,no,dsl,166.3,0,Quebec,0
CUST-01478,25,82.06,0,two-year,credit-card,yes,fiber,428.8,2,Quebec,0
CUST-01479,72,48.36,2,month-to-month,bank-transfer,yes,dsl,110.8,0,Ontario,0
CUST-01480,15,37.66,3,month-to-month,mailed-check,no,none,0.0,1,West,0
CUST-01481,31,73.29,2,month-to-month,bank-transfer,yes,fiber,498.9,1,Atlantic,0
CUST-01482,51,56.59,2,month-to-month,mailed-check,yes,dsl,67.9,2,Ontario,1
CUST-01483,44,68.23,3,one-year,bank-transfer,yes,dsl,233.0,2,West,0
CUST-01484,29,95.98,1,month-to-month,electronic-check,no,fiber,371.0,0,West,1
CUST-01485,6,55.85,1,one-year,credit-card,yes,dsl,47.1,2,Ontario,0
CUST-01486,35,77.94,2,month-to-month,electronic-check,no,fiber,544.2,0,Quebec,1
CUST-01487,23,48.57,2,two-year,credit-card,yes,dsl,303.0,1,Ontario,0
CUST-01488,19,83.84,0,month-to-month,credit-card,yes,fiber,394.1,0,Ontario,1
CUST-01489,53,67.57,2,two-year,credit-card,yes,fiber,393.3,0,Atlantic,0
CUST-01490,5,90.02,0,month-to-month,credit-card,no,dsl,168.7,0,Quebec,0
CUST-01491,30,39.46,0,month-to-month,mailed-check,yes,dsl,121.1,1,Ontario,0
CUST-01492,1,79.55,1,two-year,mailed-check,no,dsl,136.1,1,Quebec,1
CUST-01493,44,48.41,1,one-year,electronic-check,yes,none,50.3,1,Atlantic,0
CUST-01494,54,61.22,3,one-year,credit-card,no,fiber,616.3,1,Quebec,1
CUST-01495,34,97.35,2,month-to-month,mailed-check,yes,fiber,409.8,2,West,0
CUST-01496,21,63.25,0,one-year,electronic-check,yes,fiber,527.0,0,West,0
CUST-01497,72,69.7,0,two-year,bank-transfer,yes,fiber,470.0,0,Ontario,0
CUST-01498,72,59.39,1,one-year,bank-transfer,yes,fiber,297.9,0,West,0
CUST-01499,39,55.46,5,month-to-month,electronic-check,yes,dsl,187.9,1,West,1
CUST-01500,72,56.45,0,one-year,credit-card,yes,dsl,177.2,1,West,0
CUST-01501,15,81.72,1,one-year,bank-transfer,no,fiber,564.5,1,Ontario,0
CUST-01502,28,98.6,1,two-year,electronic-check,yes,fiber,567.9,3,Ontario,0
CUST-01503,2,51.61,0,month-to-month,credit-card,yes,dsl,222.0,0,Ontario,1
CUST-01504,11,44.1,3,month-to-month,bank-transfer,yes,fiber,543.2,1,Quebec,0
CUST-01505,10,79.81,1,two-year,bank-transfer,yes,fiber,427.6,0,West,0
CUST-01506,44,67.22,1,month-to-month,electronic-check,yes,fiber,535.1,0,West,0
CUST-01507,12,92.09,1,one-year,mailed-check,no,fiber,448.5,2,Quebec,0
CUST-01508,4,72.64,1,month-to-month,electronic-check,yes,fiber,533.3,1,Ontario,0
CUST-01509,17,49.03,1,month-to-month,electronic-check,yes,dsl,291.9,0,Ontario,1
CUST-01510,19,62.36,2,one-year,bank-transfer,yes,fiber,500.9,0,West,1
CUST-01511,9,63.54,0,month-to-month,electronic-check,yes,dsl,127.0,0,Quebec,0
CUST-01512,32,54.11,2,month-to-month,bank-transfer,yes,dsl,154.3,1,West,1
CUST-01513,37,72.41,1,one-year,credit-card,no,dsl,253.9,0,Ontario,0
CUST-01514,7,70.79,1,one-year,electronic-check,yes,fiber,515.9,0,Ontario,1
CUST-01515,49,87.85,3,two-year,electronic-check,yes,fiber,453.5,2,Atlantic,0
CUST-01516,14,58.51,0,month-to-month,bank-transfer,yes,fiber,413.5,1,Ontario,0
CUST-01517,19,54.74,1,month-to-month,electronic-check,no,fiber,456.3,1,Ontario,1
CUST-01518,42,81.71,2,two-year,electronic-check,yes,fiber,416.3,0,West,0
CUST-01519,19,52.12,1,month-to-month,bank-transfer,yes,dsl,166.8,0,Quebec,1
CUST-01520,11,70.23,1,month-to-month,credit-card,yes,fiber,606.6,0,Atlantic,1
CUST-01521,31,62.37,0,month-to-month,credit-card,yes,fiber,399.6,0,West,1
CUST-01522,62,61.6,1,month-to-month,bank-transfer,yes,fiber,483.2,1,West,0
CUST-01523,57,63.67,4,two-year,bank-transfer,yes,dsl,203.0,0,Ontario,0
CUST-01524,18,56.8,0,one-year,credit-card,yes,dsl,85.7,1,Quebec,0
CUST-01525,13,45.87,1,one-year,credit-card,yes,dsl,82.8,1,West,0
CUST-01526,16,65.3,2,month-to-month,credit-card,no,dsl,183.1,2,Quebec,1
CUST-01527,57,69.34,5,month-to-month,electronic-check,yes,dsl,24.0,0,Atlantic,0
CUST-01528,15,55.86,1,month-to-month,electronic-check,yes,dsl,345.6,0,West,0
CUST-01529,72,83.53,4,month-to-month,bank-transfer,yes,fiber,409.3,0,Ontario,0
CUST-01530,42,46.48,1,month-to-month,credit-card,yes,dsl,152.3,1,Quebec,0
CUST-01531,28,63.06,1,month-to-month,credit-card,yes,dsl,294.0,0,West,0
CUST-01532,17,74.7,1,month-to-month,credit-card,yes,fiber,428.0,0,Ontario,1
CUST-01533,31,48.69,0,month-to-month,bank-transfer,yes,dsl,245.3,1,Ontario,1
CUST-01534,11,94.56,0,one-year,credit-card,yes,fiber,391.3,2,West,0
CUST-01535,7,75.44,1,month-to-month,bank-transfer,yes,fiber,443.9,1,Ontario,0
CUST-01536,42,66.8,0,month-to-month,mailed-check,yes,fiber,522.3,0,Ontario,0
CUST-01537,28,57.21,0,one-year,bank-transfer,yes,dsl,116.7,0,West,0
CUST-01538,50,47.87,0,one-year,electronic-check,yes,dsl,234.9,1,West,0
CUST-01539,36,60.85,0,two-year,credit-card,yes,fiber,234.6,0,Quebec,0
CUST-01540,17,68.28,2,month-to-month,credit-card,yes,fiber,547.6,0,Atlantic,0
CUST-01541,57,68.99,1,two-year,mailed-check,yes,fiber,392.7,1,Atlantic,0
CUST-01542,19,64.56,2,month-to-month,bank-transfer,no,fiber,432.7,0,Quebec,1
CUST-01543,68,51.14,0,month-to-month,electronic-check,yes,none,3.7,0,Ontario,0
CUST-01544,18,64.96,1,month-to-month,mailed-check,yes,fiber,357.1,0,West,1
CUST-01545,9,63.21,0,month-to-month,bank-transfer,no,fiber,350.6,2,Ontario,0
CUST-01546,72,60.55,2,month-to-month,credit-card,yes,fiber,484.3,1,West,0
CUST-01547,18,24.54,1,month-to-month,bank-transfer,yes,none,60.3,1,Quebec,0
CUST-01548,19,83.79,1,one-year,credit-card,no,fiber,364.8,0,Ontario,0
CUST-01549,9,59.71,2,month-to-month,credit-card,yes,dsl,236.0,1,Quebec,0
CUST-01550,26,80.25,3,month-to-month,credit-card,yes,fiber,487.4,1,Quebec,0
CUST-01551,10,83.69,1,month-to-month,mailed-check,yes,fiber,407.9,0,Atlantic,0
CUST-01552,72,53.5,1,month-to-month,electronic-check,yes,dsl,80.1,0,Ontario,1
CUST-01553,21,88.46,2,month-to-month,credit-card,yes,fiber,436.8,0,Atlantic,0
CUST-01554,13,50.42,0,month-to-month,credit-card,no,dsl,221.0,0,Ontario,0
CUST-01555,30,61.49,3,month-to-month,electronic-check,yes,fiber,435.0,0,West,0
CUST-01556,72,60.92,0,one-year,mailed-check,yes,dsl,139.6,0,Atlantic,0
CUST-01557,31,58.52,1,two-year,credit-card,no,dsl,229.7,0,Ontario,0
CUST-01558,24,58.5,0,month-to-month,bank-transfer,no,dsl,297.6,1,Ontario,1
CUST-01559,29,83.66,2,one-year,electronic-check,yes,fiber,374.5,0,West,0
CUST-01560,52,58.12,1,two-year,mailed-check,yes,dsl,164.7,1,West,0
CUST-01561,48,41.29,1,two-year,mailed-check,no,none,245.2,0,Ontario,0
CUST-01562,35,87.28,1,one-year,credit-card,no,fiber,464.7,1,Quebec,0
CUST-01563,58,75.8,1,two-year,credit-card,no,fiber,332.3,1,West,0
CUST-01564,31,62.19,2,two-year,bank-transfer,no,dsl,149.4,0,Ontario,0
CUST-01565,25,58.11,1,one-year,credit-card,yes,fiber,375.7,0,Quebec,0
CUST-01566,30,96.05,2,month-to-month,mailed-check,yes,dsl,222.3,0,Quebec,1
CUST-01567,19,40.3,2,month-to-month,credit-card,yes,dsl,216.2,1,Ontario,0
CUST-01568,52,67.34,0,month-to-month,electronic-check,yes,fiber,385.9,0,West,0
CUST-01569,18,51.02,0,month-to-month,mailed-check,no,dsl,347.8,0,Ontario,0
CUST-01570,4,79.13,1,month-to-month,mailed-check,yes,dsl,197.2,1,Atlantic,1
CUST-01571,7,66.69,1,month-to-month,electronic-check,yes,fiber,401.3,1,Quebec,0
CUST-01572,38,61.64,0,one-year,mailed-check,yes,dsl,86.2,1,Quebec,0
CUST-01573,15,67.09,1,month-to-month,credit-card,no,fiber,363.9,1,Quebec,0
CUST-01574,49,62.08,1,two-year,bank-transfer,yes,fiber,334.1,0,Ontario,0
CUST-01575,28,62.99,0,month-to-month,credit-card,no,dsl,173.8,3,West,1
CUST-01576,52,65.45,0,month-to-month,mailed-check,yes,fiber,364.8,0,West,0
CUST-01577,4,59.18,3,one-year,mailed-check,yes,dsl,256.6,0,West,0
CUST-01578,18,79.58,2,two-year,credit-card,yes,fiber,390.3,1,Quebec,0
CUST-01579,13,93.02,0,two-year,credit-card,yes,fiber,511.4,0,Ontario,0
CUST-01580,72,59.75,0,two-year,bank-transfer,no,fiber,481.8,0,Ontario,0
CUST-01581,20,55.4,2,two-year,credit-card,yes,dsl,244.9,1,West,0
CUST-01582,7,55.83,0,month-to-month,electronic-check,no,dsl,266.2,0,Ontario,0
CUST-01583,37,57.01,0,month-to-month,credit-card,no,dsl,359.4,0,Quebec,0
CUST-01584,12,64.97,3,month-to-month,electronic-check,yes,none,0.0,0,Quebec,0
CUST-01585,56,55.18,0,one-year,bank-transfer,yes,dsl,261.9,0,Quebec,0
CUST-01586,62,30.53,1,two-year,bank-transfer,yes,dsl,223.8,1,West,0
CUST-01587,13,70.92,0,month-to-month,credit-card,yes,fiber,530.4,0,Quebec,0
CUST-01588,16,36.76,2,month-to-month,mailed-check,yes,none,21.4,0,Atlantic,0
CUST-01589,35,54.47,3,month-to-month,electronic-check,yes,dsl,290.0,0,Ontario,1
CUST-01590,57,49.45,0,month-to-month,bank-transfer,no,dsl,80.2,1,Quebec,1
CUST-01591,38,59.13,1,month-to-month,bank-transfer,yes,fiber,354.6,1,Ontario,0
CUST-01592,20,95.67,0,month-to-month,mailed-check,no,fiber,391.6,0,West,1
CUST-01593,9,60.34,0,two-year,electronic-check,yes,dsl,183.6,0,Quebec,0
CUST-01594,72,70.98,1,month-to-month,electronic-check,yes,fiber,443.9,1,Quebec,0
CUST-01595,38,95.34,3,two-year,electronic-check,no,fiber,377.1,0,West,0
CUST-01596,72,28.88,1,one-year,mailed-check,yes,none,0.0,1,Quebec,0
CUST-01597,42,79.33,0,month-to-month,credit-card,no,fiber,384.3,0,Ontario,1
CUST-01598,72,59.88,2,month-to-month,electronic-check,no,fiber,294.7,0,Quebec,0
CUST-01599,15,80.88,1,two-year,bank-transfer,no,fiber,415.5,0,Ontario,0
CUST-01600,16,61.09,1,month-to-month,bank-transfer,yes,fiber,435.0,0,West,0
CUST-01601,25,61.94,0,two-year,mailed-check,no,dsl,227.5,1,West,0
CUST-01602,14,58.51,1,month-to-month,mailed-check,yes,none,26.2,1,West,0
CUST-01603,6,38.98,1,one-year,bank-transfer,yes,none,164.4,0,West,0
CUST-01604,17,33.98,0,two-year,bank-transfer,yes,dsl,259.1,1,West,0
CUST-01605,42,57.38,1,month-to-month,mailed-check,yes,dsl,252.7,1,Quebec,1
CUST-01606,10,78.04,3,month-to-month,mailed-check,yes,fiber,471.0,0,Ontario,0
CUST-01607,11,66.46,4,two-year,electronic-check,yes,dsl,235.5,0,Ontario,0
CUST-01608,18,88.47,0,month-to-month,credit-card,yes,fiber,421.2,1,Atlantic,0
CUST-01609,12,89.01,3,month-to-month,bank-transfer,no,fiber,448.5,0,Atlantic,1
CUST-01610,19,36.63,1,month-to-month,mailed-check,no,none,175.3,0,West,0
CUST-01611,26,50.08,0,month-to-month,electronic-check,no,dsl,184.0,0,Ontario,0
CUST-01612,10,61.26,1,one-year,electronic-check,yes,fiber,326.8,1,Ontario,0
CUST-01613,18,51.33,0,one-year,electronic-check,no,dsl,249.2,3,West,0
CUST-01614,28,78.0,2,month-to-month,bank-transfer,yes,fiber,514.4,0,Ontario,0
CUST-01615,14,58.84,0,two-year,bank-transfer,yes,fiber,453.1,2,Quebec,1
CUST-01616,9,63.27,0,month-to-month,electronic-check,yes,fiber,280.3,1,Ontario,0
CUST-01617,15,78.9,2,month-to-month,credit-card,yes,fiber,549.4,3,Ontario,1
CUST-01618,21,50.21,3,one-year,electronic-check,yes,dsl,209.5,0,West,0
CUST-01619,6,76.88,1,two-year,electronic-check,yes,fiber,413.6,1,Atlantic,0
CUST-01620,42,48.45,1,month-to-month,electronic-check,no,dsl,291.0,1,West,1
CUST-01621,22,76.02,1,month-to-month,credit-card,yes,fiber,267.9,1,Quebec,0
CUST-01622,15,29.9,2,month-to-month,electronic-check,yes,none,21.5,2,Quebec,0
CUST-01623,7,37.03,0,one-year,credit-card,yes,dsl,144.0,1,West,0
CUST-01624,39,67.04,1,month-to-month,credit-card,yes,dsl,316.8,0,Quebec,0
CUST-01625,63,65.69,0,month-to-month,bank-transfer,no,fiber,460.6,0,Quebec,0
CUST-01626,18,54.39,3,one-year,credit-card,yes,dsl,116.5,1,West,1
CUST-01627,72,49.74,3,month-to-month,mailed-check,yes,dsl,286.7,0,Ontario,0
CUST-01628,27,78.72,2,month-to-month,mailed-check,yes,fiber,231.0,4,Ontario,1
CUST-01629,28,76.5,0,month-to-month,credit-card,yes,fiber,483.2,3,West,1
CUST-01630,51,78.69,0,month-to-month,electronic-check,yes,fiber,332.6,0,Quebec,1
CUST-01631,40,67.23,2,month-to-month,bank-transfer,yes,fiber,400.7,0,Ontario,0
CUST-01632,10,72.48,0,two-year,electronic-check,yes,fiber,419.5,1,Ontario,0
CUST-01633,17,77.38,3,one-year,mailed-check,yes,fiber,517.4,2,Atlantic,1
CUST-01634,57,89.22,2,one-year,bank-transfer,no,fiber,627.3,0,Quebec,0
CUST-01635,41,60.22,3,two-year,credit-card,yes,dsl,38.7,1,Quebec,0
CUST-01636,72,62.46,3,month-to-month,credit-card,yes,fiber,477.9,2,Ontario,0
CUST-01637,36,75.81,2,month-to-month,bank-transfer,no,fiber,627.2,1,Atlantic,0
CUST-01638,42,55.27,1,two-year,mailed-check,yes,dsl,141.3,1,West,0
CUST-01639,15,52.01,0,month-to-month,bank-transfer,yes,fiber,386.0,1,Quebec,0
CUST-01640,62,53.63,1,one-year,bank-transfer,yes,fiber,460.1,0,Ontario,0
CUST-01641,2,72.3,1,one-year,credit-card,yes,fiber,510.5,1,West,0
CUST-01642,32,73.19,3,month-to-month,mailed-check,yes,fiber,495.9,1,West,0
CUST-01643,42,69.91,1,month-to-month,bank-transfer,yes,fiber,409.5,0,West,0
CUST-01644,35,82.28,1,month-to-month,electronic-check,yes,fiber,371.8,1,Atlantic,1
CUST-01645,27,63.18,0,month-to-month,electronic-check,no,fiber,551.9,1,Quebec,0
CUST-01646,25,23.44,2,month-to-month,credit-card,yes,none,0.0,2,Ontario,1
CUST-01647,28,29.33,1,month-to-month,credit-card,no,none,0.0,1,Quebec,0
CUST-01648,11,66.6,3,one-year,bank-transfer,yes,fiber,316.5,1,West,0
CUST-01649,34,72.39,0,two-year,credit-card,yes,fiber,391.0,1,Ontario,0
CUST-01650,15,64.62,3,one-year,electronic-check,yes,fiber,566.9,1,Ontario,0
CUST-01651,18,34.51,3,month-to-month,electronic-check,yes,dsl,89.0,0,West,0
CUST-01652,10,30.02,0,month-to-month,credit-card,no,dsl,319.4,1,Quebec,0
CUST-01653,72,74.29,2,month-to-month,bank-transfer,yes,fiber,551.1,0,West,0
CUST-01654,33,61.15,1,month-to-month,credit-card,yes,fiber,459.1,1,Ontario,0
CUST-01655,8,51.94,2,two-year,credit-card,yes,fiber,223.3,2,Ontario,1
CUST-01656,30,63.56,0,month-to-month,electronic-check,yes,dsl,89.4,0,Ontario,0
CUST-01657,62,73.22,1,month-to-month,electronic-check,no,dsl,136.1,1,West,0
CUST-01658,34,72.01,1,two-year,electronic-check,no,fiber,587.1,0,West,0
CUST-01659,27,59.82,1,month-to-month,credit-card,yes,dsl,141.6,1,Quebec,0
CUST-01660,14,75.91,0,month-to-month,bank-transfer,no,fiber,374.3,0,Quebec,0
CUST-01661,34,32.71,2,month-to-month,bank-transfer,no,dsl,206.0,0,Ontario,0
CUST-01662,47,47.33,1,one-year,mailed-check,yes,none,0.0,1,West,0
CUST-01663,48,86.02,1,one-year,electronic-check,yes,fiber,437.9,0,Atlantic,0
CUST-01664,32,92.29,1,month-to-month,mailed-check,no,fiber,372.1,1,West,1
CUST-01665,32,52.4,1,two-year,credit-card,no,dsl,418.5,2,Ontario,0
CUST-01666,69,61.08,1,two-year,bank-transfer,yes,fiber,362.0,0,Quebec,0
CUST-01667,64,71.26,0,two-year,electronic-check,yes,dsl,354.0,0,Ontario,0
CUST-01668,24,78.24,0,month-to-month,bank-transfer,no,fiber,343.1,0,Ontario,0
CUST-01669,72,66.18,0,month-to-month,electronic-check,no,dsl,212.3,0,Ontario,0
CUST-01670,8,66.21,2,two-year,bank-transfer,yes,fiber,482.5,0,Ontario,1
CUST-01671,33,75.85,2,month-to-month,mailed-check,no,fiber,452.0,0,Ontario,0
CUST-01672,35,61.94,1,one-year,credit-card,yes,fiber,446.8,1,West,0
CUST-01673,13,72.94,2,one-year,mailed-check,yes,fiber,513.2,0,Ontario,0
CUST-01674,6,69.35,4,month-to-month,bank-transfer,yes,fiber,475.5,0,West,1
CUST-01675,14,81.61,2,one-year,bank-transfer,yes,dsl,175.3,0,Atlantic,1
CUST-01676,54,78.76,0,two-year,bank-transfer,yes,fiber,382.7,2,Quebec,0
CUST-01677,55,50.4,0,one-year,credit-card,no,fiber,425.9,1,Quebec,0
CUST-01678,45,72.98,0,month-to-month,mailed-check,yes,fiber,424.9,1,West,0
CUST-01679,15,76.87,2,two-year,mailed-check,yes,fiber,423.2,1,Ontario,0
CUST-01680,55,52.02,1,month-to-month,mailed-check,yes,dsl,196.5,0,Quebec,0
CUST-01681,16,26.42,2,one-year,mailed-check,yes,none,0.0,1,Quebec,0
CUST-01682,34,79.94,2,two-year,electronic-check,yes,fiber,352.7,1,West,0
CUST-01683,28,46.91,1,one-year,bank-transfer,yes,dsl,260.7,0,West,1
CUST-01684,21,63.04,0,month-to-month,electronic-check,no,dsl,0.0,1,West,1
CUST-01685,44,27.02,1,month-to-month,credit-card,yes,none,113.7,1,West,0
CUST-01686,50,67.39,2,month-to-month,electronic-check,no,fiber,392.5,0,Quebec,1
CUST-01687,15,83.04,3,month-to-month,bank-transfer,yes,fiber,581.9,0,West,0
CUST-01688,29,78.14,1,month-to-month,electronic-check,yes,fiber,544.2,2,West,1
CUST-01689,48,57.33,2,one-year,bank-transfer,no,dsl,162.2,0,Quebec,0
CUST-01690,1,56.69,3,month-to-month,bank-transfer,yes,dsl,171.0,0,Atlantic,0
CUST-01691,38,73.95,2,one-year,credit-card,no,fiber,575.4,2,West,0
CUST-01692,49,64.69,0,two-year,bank-transfer,yes,fiber,548.2,2,Quebec,1
CUST-01693,39,41.07,2,month-to-month,bank-transfer,yes,dsl,272.7,1,Ontario,0
CUST-01694,40,62.98,1,one-year,credit-card,yes,dsl,287.3,0,Ontario,1
CUST-01695,26,89.07,2,one-year,credit-card,yes,fiber,347.6,2,West,0
CUST-01696,47,63.34,2,month-to-month,bank-transfer,no,dsl,207.5,0,Ontario,0
CUST-01697,9,75.67,3,month-to-month,credit-card,yes,fiber,374.5,0,Quebec,0
CUST-01698,14,60.31,0,one-year,electronic-check,yes,fiber,345.4,0,Quebec,0
CUST-01699,40,66.21,2,two-year,credit-card,yes,dsl,203.9,1,West,0
CUST-01700,47,62.05,1,one-year,bank-transfer,yes,dsl,154.8,0,West,0
CUST-01701,62,45.98,1,two-year,credit-card,no,none,0.0,1,West,0
CUST-01702,72,83.86,0,two-year,bank-transfer,yes,fiber,397.5,0,Ontario,0
CUST-01703,16,89.65,2,month-to-month,bank-transfer,no,fiber,333.4,1,Ontario,0
CUST-01704,11,61.3,1,one-year,electronic-check,yes,fiber,584.2,0,West,0
CUST-01705,53,59.47,0,month-to-month,bank-transfer,no,fiber,453.2,0,Ontario,0
CUST-01706,20,74.56,1,two-year,bank-transfer,no,fiber,317.4,0,Quebec,0
CUST-01707,27,63.31,0,month-to-month,credit-card,no,fiber,455.5,2,Atlantic,0
CUST-01708,49,61.5,1,month-to-month,bank-transfer,no,fiber,569.3,0,Quebec,0
CUST-01709,33,85.81,0,two-year,bank-transfer,yes,fiber,521.5,0,West,0
CUST-01710,46,62.4,3,month-to-month,electronic-check,yes,fiber,395.9,2,West,1
CUST-01711,14,56.88,1,one-year,bank-transfer,no,dsl,147.9,0,West,0
CUST-01712,36,55.87,2,month-to-month,electronic-check,no,fiber,358.6,2,Quebec,0
CUST-01713,35,57.66,2,two-year,bank-transfer,yes,dsl,126.9,0,Quebec,0
CUST-01714,61,69.42,0,two-year,credit-card,no,dsl,133.8,0,Ontario,0
CUST-01715,71,69.74,1,month-to-month,credit-card,yes,dsl,65.2,1,Quebec,0
CUST-01716,19,83.97,0,one-year,credit-card,yes,fiber,402.3,0,Ontario,0
CUST-01717,12,72.18,0,month-to-month,bank-transfer,yes,fiber,469.2,1,Quebec,0
CUST-01718,48,68.67,2,one-year,electronic-check,yes,dsl,154.8,0,West,0
CUST-01719,6,77.52,1,one-year,electronic-check,yes,fiber,458.5,0,Ontario,0
CUST-01720,50,68.39,0,two-year,bank-transfer,yes,fiber,577.9,0,Quebec,0
CUST-01721,53,77.01,3,month-to-month,credit-card,yes,fiber,596.0,0,Ontario,0
CUST-01722,18,66.3,1,month-to-month,electronic-check,yes,dsl,184.2,1,Ontario,1
CUST-01723,1,59.06,1,one-year,credit-card,yes,fiber,514.8,2,Ontario,0
CUST-01724,56,45.87,0,one-year,bank-transfer,yes,dsl,175.8,0,Ontario,0
CUST-01725,72,71.49,0,month-to-month,electronic-check,yes,fiber,398.5,0,Atlantic,0
CUST-01726,71,60.17,2,month-to-month,bank-transfer,yes,fiber,345.1,3,Atlantic,1
CUST-01727,72,44.02,0,month-to-month,credit-card,no,dsl,197.4,0,West,0
CUST-01728,9,68.58,1,two-year,credit-card,no,fiber,532.2,0,Quebec,0
CUST-01729,30,67.42,1,month-to-month,electronic-check,yes,dsl,81.7,0,West,0
CUST-01730,35,83.22,0,month-to-month,credit-card,no,fiber,415.6,2,West,0
CUST-01731,31,76.37,1,two-year,electronic-check,yes,fiber,411.5,0,Quebec,0
CUST-01732,46,39.89,1,month-to-month,bank-transfer,yes,none,33.0,0,Ontario,0
CUST-01733,11,94.92,1,one-year,bank-transfer,no,fiber,462.3,0,West,0
CUST-01734,6,67.34,1,month-to-month,credit-card,no,fiber,485.7,0,Atlantic,1
CUST-01735,4,59.53,1,two-year,electronic-check,yes,dsl,351.2,2,Ontario,0
CUST-01736,57,50.82,2,one-year,bank-transfer,yes,dsl,116.0,1,Quebec,0
CUST-01737,9,43.48,0,two-year,electronic-check,yes,dsl,111.3,2,Ontario,0
CUST-01738,31,85.44,0,month-to-month,bank-transfer,yes,fiber,461.0,1,Ontario,0
CUST-01739,18,69.8,0,month-to-month,credit-card,yes,fiber,563.5,1,West,0
CUST-01740,18,64.3,1,one-year,bank-transfer,yes,dsl,65.7,0,Ontario,1
CUST-01741,24,70.42,2,month-to-month,bank-transfer,no,fiber,468.2,1,Atlantic,0
CUST-01742,19,86.09,0,month-to-month,bank-transfer,yes,fiber,422.9,0,West,0
CUST-01743,6,46.53,0,month-to-month,electronic-check,yes,dsl,262.6,1,Ontario,1
CUST-01744,24,85.22,0,two-year,mailed-check,no,fiber,493.4,1,West,0
CUST-01745,15,82.39,1,one-year,electronic-check,no,fiber,444.1,0,West,0
CUST-01746,14,54.16,0,one-year,bank-transfer,yes,fiber,481.4,1,Quebec,0
CUST-01747,72,67.57,0,one-year,bank-transfer,yes,fiber,384.0,0,Quebec,0
CUST-01748,7,67.72,1,month-to-month,electronic-check,yes,dsl,258.0,0,West,0
CUST-01749,24,74.19,2,month-to-month,credit-card,yes,dsl,307.9,1,Quebec,1
CUST-01750,33,80.51,1,month-to-month,electronic-check,yes,fiber,448.5,0,Ontario,1
CUST-01751,72,68.84,1,one-year,electronic-check,yes,fiber,405.3,1,Ontario,0
CUST-01752,10,46.83,1,month-to-month,credit-card,yes,dsl,177.7,0,Ontario,0
CUST-01753,68,78.95,0,two-year,mailed-check,yes,fiber,507.1,0,West,0
CUST-01754,24,68.53,2,two-year,electronic-check,yes,fiber,436.4,0,Ontario,0
CUST-01755,25,33.97,3,month-to-month,bank-transfer,no,none,0.0,0,West,1
CUST-01756,44,54.65,1,one-year,mailed-check,no,dsl,270.9,1,Quebec,0
